"Department","Division","Model Name","Model#","Description","Shipping Date","Warranty Expiry Date","CPU","Memory","HDD/SSD"
"DTS",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"POL","SID","THINKCENTRE M83","M83","PC-DESKTOP","11/27/2014","01/10/2018","3200","8192","476937"
"CEC-MID",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","4096","476937"
"DGS-FMS","FMS","THINKCENTRE M710S","M710S","PC-DESKTOP","06/17/2017","06/18/2020","3200","8192",
"PSCC","POL","THINKCENTRE M800","M800","PC-DESKTOP","02/16/2018","02/21/2021","3200","8192",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"LIB",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200",,
"OMB",,"THINKPAD X1","X1","PC-LAPTOP","11/26/2021","12/21/2024","2400","8192",
"PSCC","POL","THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"PSCC","FRS","THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","06/15/2020","06/22/2023","1600","8192",
"PSCC","POL","E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"PSCC","POL","E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"DOT-DTE",,"THINKPAD X1","X1","PC-LAPTOP",,,"1800","16384",
"PSCC","POL","E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"OHR",,"THINKPAD X1","X1","PC-LAPTOP","11/26/2020","12/20/2023","1800","16384",
"HHS",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","07/22/2024",,,
"HHS",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","07/22/2024",,,
"DOT-TRN",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"THINKPAD L14","L14","PC-LAPTOP","01/09/2021","05/25/2024","2400","8192",
"POL","HQ","THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096","476937"
"POL","HQ","THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096","476937"
"POL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"DOT-DTE",,"THINKPAD X1","X1","PC-LAPTOP","12/20/2018",,"1700","8192",
"POL","AVS","THINKCENTRE M800","M800","PC-DESKTOP","06/17/2016","07/31/2019","3200","8192",
"HHS",,"OPTIPLEX 760","760","PC-DESKTOP","10/29/2009","10/29/2013","3000","152275",
"DEP","RRM","X1 YOGA","X1 YOGA","PC-LAPTOP","01/29/2019",,"1900","16384",
"DHCA",,"THINKCENTRE M800","M800","PC-DESKTOP","01/12/2017","01/17/2020","3200","8192",
"LIB",,"THINKPAD L490","L490","PC-LAPTOP","07/21/2020","01/07/2022","1600","8192",
"DOT-TEO",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","4096",
"DGS-FAC","FAC","LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"POL","HQ","THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","16384","476937"
"HHS","LTL","LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DOCR",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","11/20/2013","01/04/2017","3200","4096","476937"
"DHCA",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","8192",
"OCA",,"THINKPAD L460","L460","PC-LAPTOP","04/14/2017","06/04/2020","2300","8192",
"HHS",,"LATITUDE 7200","7200","PC-TABLET","08/11/2020","08/11/2023","1900","16384",
"CCL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"LIB",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200",,
"LIB",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200",,
"LIB",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200",,
"LIB",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","16384",
"POL","6D","THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","16384","476937"
"HHS","OESS","THINKPAD L480","L480","PC-LAPTOP","10/12/2018","12/06/2021","1600","16384",
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","05/26/2020","06/11/2023","1600","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/15/2025","3100","16384",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"LIB",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","12/13/2024","1000","8192",
"LIB",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","12/13/2024","1000","8192",
"FRS",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","16384",
"CCL",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","16384",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DOCR",,"OPTIPLEX","3050","PC-DESKTOP","01/26/2021",,,,
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DOCR",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DOCR",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DOCR",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DOCR",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/21/2025","3100","16384",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","03/10/2021","08/17/2024","2400","8192",
"HHS",,"LATITUDE 7320","7320","PC-LAPTOP","03/11/2022","03/11/2025","1300","16384",
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","10/12/2018","12/06/2021","1600","8192",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/20/2025","3100","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","10/29/2021","03/20/2025","3100","16384",
"CCL","OLO","LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/21/2025","3100","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/21/2025","3100","16384",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,,,
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/20/2025","3100","16384",
"DPS",,"MICROSOFT SURFACE BOOK 2","SURFACE BOOK 2","PC-TABLET","08/30/2018",,"1900","8192",
"DGS-FAC",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","07/08/2024","1000","8192",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","10/30/2021","03/20/2025","3100","16384",
"HHS",,"THINKPAD E14","E14","PC-LAPTOP","03/23/2020",,"1600","8192",
"HHS",,"THINKPAD L460","L460","PC-LAPTOP","03/31/2017","05/20/2020","2300","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","01/25/2021","01/26/2024","1700","16384",
"FIN",,"SURFACE LAPTOP 3 13""","SURFACE LAPTOP 3 13""","PC-LAPTOP",,,"1300","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/21/2025","3100","16384",
"PRO",,"THINKPAD L14","L14","PC-LAPTOP","03/05/2021","07/21/2024","2400","8192",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/16/2025","3100","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/16/2025","3100","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/16/2025","3100","16384",
"DPS",,"PRECISION 5550","5550","PC-LAPTOP","11/10/2020","11/10/2023","2600","32768",
"HHS",,"X1 YOGA","X1 YOGA","PC-LAPTOP","05/29/2020","06/09/2023","1600","8192",
"DOT-TRN",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"HHS",,"LATITUDE E7450","E7450","PC-LAPTOP","03/13/2016","03/13/2019","2200","8192",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"CCT",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,,,
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"DGS-DRE",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","12/13/2024","1000","8192",
"DOT-TRN",,"THINKPAD L490","L490","PC-LAPTOP","01/07/2020","03/02/2023","1600","8192",
"DEP","WRD","THINKPAD L490","L490","PC-LAPTOP","03/16/2020","05/17/2021","1600","8192",
"ABS",,"LATITUDE 7200","7200","PC-TABLET","06/21/2020","06/21/2023","1900","16384",
"CCL",,"THINKPAD X1","X1","PC-LAPTOP","09/16/2020","12/09/2023","1600","8192",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/07/2021","05/08/2024","2600","16384",
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","07/21/2020","09/27/2021","1600","8192",
"CCT",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","07/21/2020","09/27/2021","1600","8192",
"CCT",,"THINKPAD L14","L14","PC-LAPTOP","09/09/2020","10/04/2021",,,
"OCA",,"THINKPAD L490","L490","PC-LAPTOP","05/07/2020","05/20/2023","1600","8192",
"POL","HQ","PRECISION 3430 SFF","3430","PC-DESKTOP","05/05/2019","05/04/2022","3200","16384",
"POL","HQ","PRECISION 3430 SFF","3430","PC-DESKTOP","05/05/2019","05/04/2022","3200","16384",
"POL","HQ","PRECISION 3430 SFF","3430","PC-DESKTOP","05/05/2019","05/04/2022","3200","16384",
"POL","HQ","PRECISION 3430 SFF","3430","PC-DESKTOP","05/05/2019","05/04/2022","3200","16384",
"POL","HQ","PRECISION 3430 SFF","3430","PC-DESKTOP","05/05/2019","05/04/2022","3200","16384",
"POL","HQ","PRECISION 3430 SFF","3430","PC-DESKTOP","05/05/2019","05/04/2022","3200","16384",
"POL","HQ","PRECISION 3430 SFF","3430","PC-DESKTOP","05/05/2019","05/04/2022","3200","16384",
"POL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","02/20/2020","02/24/2023","2800","8192",
"POL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","02/20/2020","02/24/2023","2800","8192",
"REC",,"THINKCENTRE M720S","M720S","PC-DESKTOP","06/25/2019","07/17/2022","2800","8192",
"CUPF",,"E15 GEN 2","E15 GEN 2","PC-LAPTOP","07/26/2021","08/15/2022","2400","16384",
"CUPF",,"E15 GEN 2","E15 GEN 2","PC-LAPTOP","07/26/2021","08/15/2022","2400","16384",
"OCP",,"THINKPAD L15","L15","PC-LAPTOP","01/20/2022","02/28/2025","2400","8192",
"OCP",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DTS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"CCL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,,,
"OCA",,"THINKPAD L570","L570","PC-LAPTOP","06/24/2017","08/13/2020","2500","8192",
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/09/2025","3100","65536",
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","10/12/2018","12/06/2021","1600","8192",
"DOT-TEO",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","32768",
"POL","SOD","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/31/2019","3200","16384",
"POL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","16384",
"LIB",,"THINKPAD L490","L490","PC-LAPTOP","07/21/2020","01/07/2022","1600","16384",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"CCL",,"LATITUDE 5410","5410","PC-LAPTOP","01/21/2021",,"1700","16384",
"HHS","SHS","LATITUDE 5410","5410","PC-LAPTOP","01/21/2021",,"1700","16384",
"DPS",,"MICROSOFT SURFACE BOOK 2","SURFACE BOOK 2","PC-TABLET","08/30/2018",,"1900","8192",
"POL",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"LIB",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"HHS",,"THINKPAD L440","L440","PC-LAPTOP","06/30/2014","08/13/2017","2500","4096",
"PSCC","DTS","THINKCENTRE M83","M83","PC-DESKTOP","06/25/2014","08/09/2017","3200","4096","476937"
"POL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"CCT",,"LATITUDE 5420","5420","PC-LAPTOP","07/20/2021","07/21/2024","2600","16384",
"DEP",,"THINKPAD L460","L460","PC-LAPTOP","05/26/2017","07/15/2020","2300","8192",
"POL","HQ","THINKCENTRE M82","M82","PC-DESKTOP","09/22/2013","11/05/2016","3400","16384","238472"
"DTS",,"THINKPAD L530","L530","PC-LAPTOP","11/24/2013","01/07/2017","2900","8192","305242"
"CEC-CORE",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"PIO",,"THINKCENTRE M81","M81","PC-DESKTOP","08/18/2011","09/29/2015","3100","4096","238472"
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"CEC-CORE",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"CCL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","02/04/2021","02/23/2024","2800","16384",
"DOT-TRN",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/30/2019","3200","8192",
"PSCC","DTS","THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017",,,
"PSCC","DOT-TRN","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/20/2014","05/04/2017","3200","8192","476937"
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DPS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","06/25/2014","08/09/2017","3200","8192","476937"
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","06/25/2014","08/09/2017","3200","8192","476937"
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","06/25/2014","08/09/2017","3200","8192","476937"
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","06/25/2014","08/09/2017","3200","8192","476937"
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","06/25/2014","08/09/2017","3200","8192","476937"
"CCL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"HHS",,"THINKCENTRE M710S","M710S","PC-DESKTOP","08/21/2017","08/27/2020","3200","8192",
"CCL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"POL","SID","THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","4096","476937"
"CCL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","01/21/2021",,"1700","16384",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DTS",,"THINKPAD T580","T580","PC-LAPTOP","05/27/2019","10/06/2022","1900","16384",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","04/01/2021","04/02/2024","2600","16384",
"POL",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","07/22/2024","1000","8192",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/14/2021","05/15/2024","2600","16384",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"PSCC","POL","LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOCR",,"THINKPAD L460","L460","PC-LAPTOP","04/14/2017","06/04/2020","2300","8192",
"HHS",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DEP",,"THINKPAD X1","X1","PC-LAPTOP","04/08/2018","05/31/2021","2600","8192",
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","06/11/2018","07/29/2021","1600","8192",
"POL",,"LATITUDE 9420","9420","PC-LAPTOP","05/17/2021",,"2600","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/09/2025","3100","16384",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"DOT-TRN",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"POL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","16384",
"DOT-TRN",,"THINKPAD L480","L480","PC-LAPTOP","02/19/2019",,"2800","8192",
"DOT-TRN",,"THINKPAD L480","L480","PC-LAPTOP","02/19/2019",,"2800","8192",
"LIB",,"THINKPAD L470","L470","PC-LAPTOP","10/12/2017","12/02/2020","2500","8192",
"LIB",,"THINKPAD L470","L470","PC-LAPTOP","10/12/2017","12/02/2020","2500","8192",
"LIB",,"THINKPAD L470","L470","PC-LAPTOP","10/12/2017","12/02/2020","2500","8192",
"LIB",,"THINKPAD L470","L470","PC-LAPTOP","10/12/2017","12/02/2020","2500","8192",
"LIB",,"THINKPAD L470","L470","PC-LAPTOP","10/12/2017","12/02/2020","2500","8192",
"LIB",,"THINKPAD L470","L470","PC-LAPTOP","10/12/2017","12/02/2020","2500","8192",
"OCA",,"THINKPAD L480","L480","PC-LAPTOP","12/24/2018","01/01/2022","1600","8192",
"DOT-TEO",,"THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"DOT-TEO",,"THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"DOT-TEO",,"THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"DOT-TEO",,"THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"DOT-TEO",,"THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"REC",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","02/23/2025","3100","16384",
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","01/13/2015","02/26/2018","3200","16384",
"SAO",,"LATITUDE 7210","7210","PC-TABLET","09/13/2020","09/13/2023","1800","16384",
"LIB",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"SAO",,"LATITUDE 7210","7210","PC-TABLET","09/13/2020","09/13/2023","1800","16384",
"CEC-MID",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"CEC-MID",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"CEC-MID",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"SAO",,"LATITUDE 7210","7210","PC-TABLET","09/13/2020","09/13/2023","1800","16384",
"HHS","SHS","LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,,,
"DOT-DHS",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","5D","THINKCENTRE M710S","M710S","PC-DESKTOP","06/17/2017","06/18/2020","3200","8192",
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"HHS","SHS","LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,,,
"HHS",,"LATITUDE 5300 2-IN-1","5300","PC-LAPTOP","03/13/2020",,"1600","24576",
"SAO",,"LATITUDE 7210","7210","PC-TABLET","09/13/2020","09/13/2023","1800","16384",
"SAO",,"LATITUDE 7210","7210","PC-TABLET","09/13/2020","09/13/2023","1800","16384",
"CEC-SS",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","07/22/2024","1000","8192",
"FRS",,"E15 GEN 2","E15 GEN 2","PC-LAPTOP","08/23/2021","09/12/2024","2800","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","10/29/2021","02/22/2025","3100","16384",
"CCT",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","07/22/2024","1000","8192",
"CCT",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","07/22/2024","1000","8192",
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096","238472"
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,,,
"DHCA",,"THINKPAD L480","L480","PC-LAPTOP","10/12/2018","12/06/2021","1600","8192",
"PRO",,"THINKPAD L14","L14","PC-LAPTOP","03/05/2021","07/21/2024","2400","8192",
"CCL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"CCT",,"LATITUDE 5420","5420","PC-LAPTOP","07/28/2021","07/29/2024",,,
"SAO",,"LATITUDE 5285","5285","PC-TABLET","09/25/2017",,"2800","16384",
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021",,,
"CCT",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,,,
"CCT",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,,,
"DOT-TRN",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","08/26/2021","09/15/2024","2400","16384",
"DOT-TRN",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"HHS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"DHCA",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","32768",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/22/2025","3100","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/22/2025","3100","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","03/22/2025","3100","16384",
"HHS","SHS","THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
